,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1-digit level OCCP Occupation,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
212041746,42,64,31,67,33,51,3,36,3,6,0,325
212041757,55,210,55,129,45,66,9,29,0,5,0,603
212051788,48,374,43,280,92,60,9,64,10,15,0,988
212051789,510,2351,259,352,545,13,14,87,32,28,0,4188
212051790,95,201,60,90,58,62,17,39,9,0,0,641
212051813,48,67,38,89,24,84,20,67,4,5,0,442
214280001,13,88,4,22,10,0,3,6,0,0,0,144
214280002,55,74,49,159,44,31,4,11,5,3,0,438
214280003,235,558,195,350,303,65,29,123,19,12,0,1885
214280004,109,209,112,201,209,58,35,88,6,16,0,1036
214280005,151,401,94,181,117,133,17,92,9,9,0,1201
214280006,41,113,25,47,30,18,8,11,4,4,0,304
214280007,34,75,37,95,30,14,9,26,3,3,0,315
214280008,19,120,22,42,22,6,0,7,0,0,0,251
214280009,11,23,15,8,13,3,7,4,0,3,0,98
214280010,11,70,9,46,8,9,0,0,0,0,0,150
214280011,135,165,49,317,125,171,78,50,6,7,0,1116
214280012,292,72,136,235,118,1273,51,205,6,15,0,2400
214280013,46,94,101,45,61,11,160,39,5,3,0,569
214280014,282,196,189,87,239,153,373,187,20,5,0,1747
214280015,272,464,226,242,280,352,21,127,20,21,0,2040
214280016,310,158,302,71,314,274,319,175,27,13,0,1967
214280017,265,226,361,56,221,91,192,184,21,8,0,1634
214280018,75,22,11,5,31,153,20,24,3,0,0,344
214280019,20,5,6,29,17,100,12,10,0,3,0,208
214280020,31,12,31,64,9,46,11,36,0,4,0,244
214280021,45,37,20,0,31,9,0,3,0,0,0,144
214280022,18,45,33,22,17,3,3,9,3,4,0,165
214290001,133,522,49,162,147,11,10,43,13,4,0,1087
214290002,73,205,99,91,99,90,39,99,11,7,0,809
214290003,19,81,51,35,22,11,11,16,0,0,0,259
214290004,11,53,18,10,15,3,4,5,0,0,0,122
214290005,32,93,31,91,22,11,10,23,6,0,0,323
215230001,45,100,51,106,49,43,15,17,4,4,0,434
215230002,40,94,63,117,40,14,36,52,9,0,0,462
215230003,48,215,47,202,51,9,6,34,4,3,0,627
215240001,20,43,28,21,32,22,20,15,0,3,0,207
215240002,10,36,14,89,19,3,5,14,3,0,0,199
215240003,26,52,52,174,24,14,10,38,3,8,0,394
215240004,27,106,34,85,31,14,15,11,5,0,0,326
215250001,58,113,78,79,78,48,26,29,4,7,0,516
215250002,9,114,8,20,26,7,14,4,0,0,0,207
215250003,33,117,37,40,25,15,6,21,5,0,0,287
215250004,11,48,10,19,5,6,8,9,0,0,0,126
215250005,81,131,54,211,64,170,21,92,13,4,0,839
215260001,396,189,515,43,310,161,526,456,40,26,0,2661
215260002,22,71,22,15,16,10,3,7,0,0,0,174
215260003,39,80,73,78,32,23,25,10,0,0,0,362
215260004,25,77,71,50,46,24,9,19,3,7,0,325
215260005,28,70,34,34,22,34,10,31,8,3,0,268
215260006,73,166,104,165,118,148,100,58,6,12,0,947
212091907,36,42,34,32,28,29,3,25,3,0,0,237
212091908,14,78,35,20,30,13,0,8,4,0,0,214
212091909,185,235,289,247,191,149,33,109,18,7,0,1457
212091910,44,144,28,64,31,33,7,24,0,3,0,379
212091911,146,212,154,237,120,307,47,137,12,7,0,1388
212091912,109,270,97,191,151,191,8,76,9,9,0,1119
212091913,30,67,35,29,36,0,8,7,4,0,0,212
212091914,64,93,61,49,63,18,7,37,4,0,0,411
212091915,47,103,79,53,37,18,3,15,0,4,0,369
212091917,20,38,25,11,14,5,0,6,3,0,0,130
212091919,34,187,23,78,46,15,3,24,3,0,0,421
212091924,45,110,50,60,41,10,5,8,6,0,0,345
212101933,55,79,85,56,44,33,19,27,0,0,0,392
212101934,16,23,33,30,16,27,16,11,3,0,0,170
212101935,6,18,17,5,11,0,6,7,4,0,0,86
212113599,46,46,54,35,33,19,4,31,0,0,0,267
212113600,42,14,16,14,14,0,16,15,5,0,0,139
212113601,99,46,89,41,40,21,19,99,4,4,0,452
212121936,45,42,45,39,17,4,0,31,0,0,0,225
212121937,32,49,58,22,27,7,19,8,3,0,0,222
212121938,67,140,81,54,51,8,26,27,9,0,0,454
212121939,25,36,28,13,22,3,0,11,4,0,0,149
212121940,39,29,18,6,17,3,6,8,4,0,0,132
212131922,96,352,79,152,137,20,10,41,14,4,0,914
212131923,19,48,21,71,20,6,3,16,0,0,0,206
212131929,37,74,66,50,44,10,22,42,0,3,0,343
212131931,80,109,149,172,70,30,17,57,14,5,0,693
212141906,28,56,31,6,13,4,0,9,6,0,0,157
212141916,120,208,123,107,129,18,27,41,4,6,0,788
212141918,26,31,28,5,20,3,3,7,0,0,0,124
212141920,33,93,21,22,33,6,3,9,0,5,0,227
212141921,29,52,31,25,26,3,0,17,0,0,0,179
212151925,38,65,61,78,37,24,6,14,6,0,0,329
212151926,73,47,94,95,31,63,11,81,0,0,0,489
212151927,38,101,71,59,34,8,4,14,6,0,0,336
212151928,40,55,73,64,40,5,10,31,0,4,0,325
212151930,112,243,121,206,112,247,104,120,8,9,0,1278
212151932,18,27,18,21,9,7,0,10,0,0,0,114
212161960,73,159,89,37,75,13,503,37,11,8,0,1010
212161969,458,892,268,696,580,495,66,218,46,34,0,3755
212171958,24,102,52,42,22,12,6,18,3,0,0,280
212171959,119,456,118,160,216,343,38,172,16,14,0,1657
212201961,45,128,39,107,77,16,12,21,7,4,0,455
212201964,187,157,155,272,122,645,26,176,7,15,0,1763
212201965,61,224,55,269,73,118,7,53,11,5,0,868
212201966,117,201,109,217,404,258,24,73,25,13,0,1442
212201967,96,206,94,252,101,137,35,147,6,12,0,1081
212211962,28,98,50,66,42,11,16,22,6,3,0,351
212211968,23,104,25,33,34,3,3,13,0,0,0,239
212211969,24,58,33,37,35,5,10,19,4,0,0,226
212231979,84,121,152,47,102,67,170,291,6,10,0,1047
212231980,461,181,610,139,314,163,420,738,40,29,0,3091
212231981,51,126,63,99,106,126,38,36,7,5,0,665
212231982,112,77,202,6,78,52,214,76,10,13,0,851
212231983,472,223,599,101,424,363,420,577,41,24,0,3253
212231984,20,48,52,79,26,14,29,29,0,6,0,292
212231985,300,161,348,122,262,156,253,205,30,21,0,1860
212231986,291,150,461,54,202,118,199,139,37,13,0,1664
212231987,23,73,36,32,26,17,33,11,9,0,0,268
212231988,619,257,1098,116,462,287,460,510,47,29,0,3882
212231990,29,179,46,95,48,54,25,36,12,6,0,523
212243588,81,149,170,131,86,31,83,91,10,0,0,843
212243589,15,60,30,31,28,25,7,20,0,0,0,213
212243590,154,288,314,323,186,306,74,192,22,18,0,1876
212243593,87,89,109,63,79,117,17,115,3,10,0,688
212251953,78,60,163,33,47,31,92,89,12,3,0,612
212251954,17,15,36,7,26,10,13,14,0,0,0,136
212251955,7,12,25,3,9,4,8,7,3,0,0,76
212251956,127,288,168,327,134,199,57,178,9,10,0,1501
212251957,22,15,38,10,26,3,5,18,0,7,0,138
214310001,44,224,84,92,75,18,61,52,12,4,0,672
214310002,22,134,17,171,17,5,0,35,3,3,0,416
214310003,22,139,67,44,36,10,22,33,7,5,0,395
214320001,28,50,34,68,25,34,16,21,5,4,0,285
214320002,70,157,139,55,76,50,39,107,14,11,0,723
214320003,50,71,54,51,112,129,60,29,9,4,0,561
214320004,7,0,9,0,0,0,5,3,0,0,0,32
214320005,41,9,61,15,57,151,33,85,6,3,0,453
214320006,28,219,23,52,36,7,3,16,0,0,0,392
214320007,144,2676,162,321,410,22,53,140,29,31,0,3997
214320008,35,13,53,3,20,3,94,16,7,5,0,246
214320009,75,166,113,167,99,71,67,77,11,8,0,843
214320010,647,560,770,282,559,398,467,836,64,47,0,4628
214320011,41,166,67,93,38,54,36,34,6,0,0,542
214320012,270,141,138,274,184,1029,62,324,20,18,0,2457
214330001,121,380,159,288,127,232,100,139,11,16,0,1572
214330002,12,5,9,42,8,4,9,0,3,0,0,85
214330003,329,120,423,63,283,108,406,196,31,14,0,1979
214350001,41,121,46,30,68,29,17,30,8,0,0,382
214350002,39,92,57,72,58,31,18,27,4,3,0,400
214350003,17,20,13,13,19,0,8,8,0,0,0,93
214350004,0,0,0,0,0,0,0,0,0,0,0,0
214360001,28,88,49,138,43,38,9,50,3,7,0,450
214360002,178,193,208,324,162,308,42,142,12,12,0,1578
214360003,85,228,37,89,211,11,6,83,22,5,0,782
214360004,32,35,31,12,32,9,6,10,4,0,0,176
214360005,29,192,36,104,28,10,13,16,3,0,0,426
214370001,72,45,149,16,47,52,175,50,18,10,0,635
214370002,85,187,177,147,76,33,154,71,15,9,0,956
214370003,39,69,60,37,33,96,49,51,5,0,0,447
215270001,70,173,115,175,75,34,12,43,4,3,0,706
215270002,169,419,193,212,176,230,103,384,21,8,0,1913
215280001,94,212,147,176,114,122,32,118,13,8,0,1025
215290001,14,30,41,22,23,64,22,16,3,4,0,233
215290002,82,302,92,147,106,153,34,66,13,7,0,1002
215290003,7,35,15,14,5,7,12,16,0,0,0,116
215300001,270,38,19,20,171,156,306,156,13,13,0,1166
215300002,24,133,33,68,19,32,18,26,0,6,0,358
215300003,11,10,21,6,9,16,7,6,0,6,0,98
215300004,156,214,128,147,195,38,190,92,15,15,0,1203
215310001,7,0,0,0,0,0,0,0,0,0,0,10
215310002,45,210,54,133,68,100,26,54,8,6,0,712
215310003,36,54,46,34,60,103,30,39,11,0,0,403
215320001,28,89,75,94,26,16,47,25,9,4,0,414
215320002,87,199,71,225,80,158,35,98,12,6,0,977
212261528,82,180,153,126,103,35,16,40,3,0,0,747
212261529,519,360,824,248,376,926,317,414,43,29,0,4052
212261530,23,29,38,11,28,11,8,11,4,0,0,163
212271518,872,912,608,736,1228,878,167,250,86,62,0,5795
212281309,714,391,792,153,630,260,467,411,57,38,0,3914
212281310,13,20,16,13,12,0,5,12,0,0,0,93
212281314,42,101,49,75,60,10,4,17,7,7,0,368
212281315,26,189,21,25,27,4,5,12,0,0,0,311
212281316,63,147,53,82,64,45,11,28,3,4,0,494
212281317,123,90,180,76,122,41,72,136,20,3,0,869
212281318,199,43,470,11,167,65,126,130,13,10,0,1229
212281326,972,565,1265,140,944,319,1266,736,100,60,0,6365
212281864,872,421,896,247,1238,220,748,646,79,49,0,5416
212301523,57,214,53,67,46,11,3,34,7,3,0,492
212301531,64,155,60,128,95,72,13,44,6,3,0,641
212301532,152,344,217,137,187,167,37,79,11,6,0,1333
212311515,19,35,27,14,23,21,0,8,0,0,0,133
212311516,52,90,51,44,40,61,5,28,3,6,0,380
212311517,47,296,46,68,52,13,5,17,4,4,0,546
212311519,65,110,56,51,63,32,6,22,3,0,0,413
215330001,17,53,17,179,24,0,0,46,4,8,0,349
215330002,82,157,115,138,60,130,16,78,6,8,0,792
215330003,51,102,55,108,53,23,14,30,7,3,0,445
215340001,49,153,62,194,57,129,10,75,14,11,0,752
215340002,116,396,118,125,135,66,24,54,13,10,0,1046
215340003,22,56,30,146,35,8,4,25,5,5,0,334
215340004,32,87,59,28,44,14,5,14,6,5,0,296
212320001,32,110,37,97,38,8,11,28,4,4,0,370
212320002,36,77,41,36,29,7,10,21,0,0,0,254
212320003,62,96,61,63,53,8,15,30,3,3,0,391
212320004,79,13,230,23,63,22,74,49,3,3,0,566
212323536,283,581,353,507,393,428,57,230,26,23,0,2882
212333535,30,34,33,20,14,3,4,28,4,0,0,162
212333539,7,61,7,3,4,0,0,5,0,0,0,77
212333540,47,101,54,44,26,22,5,20,0,0,0,332
212333541,37,62,44,30,22,8,3,28,0,0,0,245
212343528,26,16,41,4,18,4,5,23,0,0,0,140
212343529,76,121,140,84,67,103,26,57,4,0,0,683
212353530,123,53,81,26,53,22,28,116,9,3,0,516
212353531,70,115,147,90,116,113,63,82,8,9,0,820
212353532,43,71,59,60,66,42,15,28,3,5,0,386
212353533,130,110,102,41,74,17,23,80,3,4,0,581
212361675,119,168,184,36,107,77,63,67,9,6,0,849
212361676,352,224,573,173,247,366,204,364,22,27,0,2547
212361677,3,16,7,29,4,0,0,7,0,0,0,76
212361678,21,58,17,113,29,9,10,22,0,0,0,280
212361679,16,63,24,18,10,0,4,6,0,0,0,154
212361680,195,127,280,26,131,91,151,211,16,12,0,1247
212361681,34,68,46,30,20,59,4,29,0,0,0,294
212371694,93,151,117,70,80,120,37,77,6,7,0,752
212371695,43,96,62,117,40,26,62,31,10,8,0,484
212371696,93,140,109,114,69,28,86,127,4,3,0,776
212371697,29,182,49,82,42,5,41,16,8,3,0,455
214390001,23,46,34,17,22,9,3,12,6,0,0,173
214400001,107,166,196,411,148,102,75,155,17,14,0,1382
215350001,42,128,85,134,43,10,39,40,6,7,0,528
215350002,39,126,41,100,32,12,40,27,5,4,0,426
215350003,42,157,77,152,67,30,27,46,3,4,0,609
215350004,67,224,86,125,67,8,37,47,4,8,0,674
215360001,105,296,121,333,151,212,41,112,23,6,0,1403
215360002,18,29,21,13,4,3,16,9,0,0,0,117
215370001,15,35,23,12,19,11,6,5,6,0,0,118
215370002,73,161,77,193,57,67,15,76,12,3,0,743
215380001,25,74,47,46,33,4,12,12,4,0,0,261
215380002,41,60,34,43,47,19,4,21,9,0,0,270
215380003,25,101,27,46,33,5,3,11,4,0,0,262
215380004,109,242,104,182,118,31,58,65,11,5,0,919
215380005,58,239,83,138,56,38,25,44,7,6,0,689
212400001,15,3,14,0,11,0,4,21,0,0,0,70
212400002,9,20,9,0,10,0,4,0,0,0,0,55
212400003,17,25,41,12,32,6,4,10,3,0,0,151
212400004,10,23,27,17,8,0,5,3,0,3,0,89
212400005,21,32,46,14,41,10,15,18,0,0,0,195
212400006,5,3,7,0,5,0,9,3,0,0,0,40
212400007,7,0,0,0,3,0,3,3,3,0,0,20
212401901,22,93,71,63,35,4,5,37,5,0,0,332
212401904,51,368,40,143,93,23,8,34,3,0,0,765
212401905,37,94,35,74,42,11,20,27,3,5,0,347
215390001,38,80,61,58,46,23,20,33,4,0,0,383
215390002,23,0,15,4,10,0,8,12,4,0,0,87
215400001,289,360,267,379,335,524,52,197,30,22,0,2447
215400002,28,16,37,4,18,8,27,57,6,0,0,190
215400003,190,155,458,114,203,263,163,133,13,15,0,1701
215400004,65,38,83,38,57,105,26,62,3,0,0,473
215400005,101,214,90,256,125,360,14,197,6,7,0,1379
215400006,43,108,35,112,37,8,22,22,4,0,0,389
215410001,28,22,36,60,33,5,6,15,3,0,0,211
215410002,14,9,24,3,7,0,18,3,0,0,0,84
215410003,7,68,5,44,21,4,9,9,0,5,0,161
215410004,24,155,80,83,46,18,10,42,5,8,0,460
215410005,16,44,24,11,29,3,4,14,4,0,0,144
212420001,8,0,5,53,0,0,7,4,0,3,0,87
212420002,19,140,15,70,37,5,16,23,0,4,0,334
212420003,85,55,43,307,85,28,71,59,18,9,0,755
212420004,0,57,12,20,8,0,4,3,0,0,0,109
212420005,12,101,14,27,27,0,16,14,0,0,0,209
212420006,395,512,345,73,158,36,143,262,39,12,0,1966
212421837,29,506,41,163,73,23,29,67,9,18,0,952
212421840,353,938,188,795,561,747,71,202,41,44,0,3942
212421841,61,301,74,153,77,19,65,45,9,6,0,795
212421842,139,367,128,198,121,30,134,444,14,16,0,1604
212421845,321,219,256,26,206,80,379,538,44,27,0,2102
212431838,42,267,35,93,39,69,22,44,5,0,0,621
212431839,19,149,43,42,45,4,31,22,0,5,0,357
212431843,15,67,23,55,20,4,24,14,3,10,0,232
212431851,158,110,272,7,92,36,273,130,31,12,0,1123
212431852,153,45,232,87,169,62,210,201,15,16,0,1196
212431853,582,974,595,43,420,135,517,473,60,34,0,3829
212431854,182,135,204,74,148,153,179,404,19,22,0,1515
212431855,1050,436,1597,60,832,317,1258,1059,140,52,0,6784
212431856,707,284,1241,36,490,180,737,693,62,45,0,4477
212431857,175,53,275,51,145,377,207,217,18,12,0,1521
212431858,283,140,502,49,234,121,374,288,41,17,0,2056
212431859,19,153,25,108,36,14,28,35,4,9,0,435
212431860,205,75,310,17,153,60,331,259,27,8,0,1448
212431861,97,77,113,110,103,138,46,71,16,12,0,786
212451836,135,396,146,209,163,222,34,124,12,15,0,1453
212451847,196,89,173,178,293,128,259,277,21,17,0,1623
212451848,24,74,49,126,33,48,15,25,0,0,0,398
212451850,10,23,19,56,11,3,18,21,0,0,0,149
212451874,88,122,65,119,105,10,12,46,10,6,0,571
212460001,30,13,40,19,17,4,31,19,0,5,0,183
212460002,15,103,47,33,19,6,13,25,0,0,0,265
212460003,46,181,61,39,67,8,26,26,6,5,0,461
212460004,9,12,15,0,7,4,10,3,3,5,0,64
212461875,34,31,56,93,20,22,35,32,6,3,0,336
212461876,75,202,125,162,87,124,35,75,9,10,0,903
212461877,69,56,71,31,75,19,37,31,11,4,0,403
212461891,34,12,63,9,45,17,58,27,6,0,0,272
212471862,22,39,69,68,38,0,38,35,4,9,0,327
212471863,45,157,54,126,42,40,49,27,9,15,0,550
212481865,1595,2087,1476,2204,3193,1251,2814,995,324,154,0,16084
212501832,295,139,354,37,335,92,178,195,23,9,0,1663
212501833,242,173,195,68,354,72,226,149,26,14,0,1512
212501834,25,18,24,19,18,58,15,36,3,3,0,208
212501835,132,111,259,54,161,31,88,89,14,8,0,950
214410001,32,48,30,36,47,165,10,46,4,3,0,422
214410002,19,53,41,60,33,5,11,10,0,0,0,234
214410003,33,107,27,85,43,69,21,81,5,4,0,474
214410004,8,25,28,6,22,19,10,12,0,0,0,130
214410005,8,3,66,5,15,0,61,14,0,0,0,175
214420001,117,473,126,245,124,142,111,114,17,10,0,1484
214420002,10,8,11,6,7,98,17,16,0,0,0,170
214430001,119,43,277,12,92,42,92,109,18,12,0,815
214430002,124,79,194,40,68,8,88,79,13,10,0,718
214430003,7,14,17,12,15,0,9,0,0,0,0,73
214430004,9,12,14,8,9,4,10,4,0,0,0,73
214430005,18,82,43,74,51,27,11,16,0,0,0,316
214430006,18,19,30,45,26,6,27,23,3,0,0,198
214430007,14,80,16,135,19,9,3,8,3,3,0,300
214430008,23,219,54,77,31,8,11,23,6,3,0,452
214430009,33,86,60,86,37,8,40,27,8,0,0,393
214430010,30,70,43,38,20,4,23,17,4,3,0,257
214430011,153,76,292,250,110,47,180,178,16,15,0,1304
214450001,247,369,486,333,214,197,342,403,34,27,0,2642
215420001,43,147,62,97,54,22,86,37,5,0,0,560
215430001,21,31,47,74,20,9,26,13,6,6,0,247
215430002,253,342,214,475,189,772,87,259,21,31,0,2647
215440001,29,246,29,93,43,3,11,24,4,5,0,484
215440002,19,73,29,67,37,14,30,17,5,3,0,296
215440003,10,0,12,0,4,5,52,6,0,0,0,83
215440004,202,101,268,59,411,76,1006,221,35,26,0,2400
215440005,449,203,831,75,491,212,1033,546,76,27,0,3950
215440006,93,81,74,83,67,372,52,159,12,11,0,1000
215450001,32,27,51,73,22,8,31,38,3,3,0,294
215450002,24,56,44,121,23,9,37,42,5,7,0,368
215450003,23,81,13,36,13,84,13,39,0,4,0,305
212512370,96,119,142,85,117,35,134,78,7,4,0,813
212512371,102,126,88,88,75,90,30,69,11,0,0,678
212512372,30,95,37,134,25,25,8,52,7,3,0,409
212512373,80,131,102,127,80,175,17,80,8,8,0,808
212512374,27,20,36,35,25,20,16,10,0,3,0,192
212512375,321,116,445,6,225,122,242,171,28,12,0,1683
212512376,276,96,376,27,218,71,265,174,24,15,0,1553
212512377,478,217,675,36,346,113,344,324,42,20,0,2597
212512378,518,496,236,46,350,97,212,150,31,14,0,2145
212512379,306,123,481,23,220,70,229,316,24,12,0,1790
212512410,160,106,183,13,97,57,152,158,17,14,0,963
212540001,34,36,15,7,22,32,3,23,4,0,0,175
212540002,25,36,34,19,22,116,15,21,0,0,0,274
212540003,1448,1890,836,174,1457,551,775,726,146,61,0,8060
212540004,16,71,20,18,33,9,9,11,0,0,0,176
212542391,66,103,65,78,70,126,16,45,8,10,0,578
212542393,61,137,65,130,51,67,15,41,0,3,0,572
212542394,238,112,189,29,195,69,72,92,27,6,0,1036
212542396,245,161,269,9,201,92,135,245,25,5,0,1395
212542413,488,297,377,25,392,189,542,303,39,20,0,2661
212542414,428,211,553,30,360,144,506,291,38,23,0,2586
212552415,12,6,21,0,9,8,50,8,0,0,0,113
212552416,32,47,40,25,32,22,16,30,3,0,0,242
212552417,46,80,83,44,51,12,8,25,0,3,0,352
212562418,271,210,277,20,177,75,95,130,12,4,0,1264
212562420,284,256,238,77,268,87,69,53,16,7,0,1354
212562423,44,36,39,28,23,38,3,31,4,0,0,240
212562424,163,257,132,267,123,527,31,201,8,10,0,1702
212562425,16,25,11,19,9,5,7,0,0,0,0,94
212562428,30,77,41,33,50,54,8,19,5,3,0,312
212562429,45,176,70,127,86,13,17,52,8,4,0,594
212562430,26,146,31,49,27,4,0,18,5,0,0,310
212572427,482,331,562,52,384,217,344,278,44,18,0,2700
212572431,70,117,79,59,72,22,11,19,11,4,0,453
212580001,229,247,214,23,184,44,334,122,23,15,0,1437
212582426,145,184,194,152,125,132,78,85,10,3,0,1105
212592406,166,1061,180,411,314,165,57,242,28,20,0,2644
212592407,41,47,32,39,37,17,3,29,5,4,0,253
212592408,43,313,65,125,49,32,20,37,3,6,0,690
212592409,35,74,31,147,46,15,4,19,4,0,0,379
212592411,82,204,77,98,143,115,29,82,4,3,0,820
212602395,58,34,6,44,28,19,17,18,4,0,0,223
212602397,85,323,85,187,99,38,11,46,4,4,0,888
212602398,41,178,36,74,56,31,4,10,6,6,0,436
212602399,30,45,25,47,26,11,4,11,8,3,0,203
212602400,34,75,35,51,26,17,10,14,0,6,0,260
212602401,100,353,65,499,161,22,8,82,14,15,0,1318
212602403,435,473,296,468,582,1043,58,326,26,28,0,3745
212602404,56,94,61,108,61,94,8,46,8,9,0,544
212602405,38,49,41,15,43,17,12,27,7,5,0,252
214460001,32,98,47,92,54,14,9,22,3,3,0,370
214460002,29,57,71,47,36,44,6,31,3,0,0,324
214460003,15,121,29,57,48,9,8,12,4,5,0,307
214460004,35,83,87,36,49,31,19,25,3,4,0,371
214460005,76,91,109,114,58,157,12,58,3,3,0,688
214460006,18,56,43,71,35,13,4,24,3,4,0,274
214460007,129,112,99,60,90,28,73,114,8,6,0,710
214460008,36,34,20,125,42,57,0,58,11,3,0,387
214460009,15,31,23,52,27,0,0,19,0,0,0,172
214460010,344,170,365,46,228,66,213,260,26,12,0,1719
214460011,32,96,30,136,31,3,6,24,0,0,0,354
214460012,15,22,23,48,13,0,3,9,0,0,0,133
214460013,12,61,26,130,24,5,0,22,0,0,0,293
214460014,90,185,48,79,110,248,24,64,7,0,0,871
214470001,32,104,42,50,51,15,7,30,4,4,0,333
214470002,143,128,155,322,155,63,36,44,13,6,0,1058
214470003,43,58,27,30,32,57,7,47,0,0,0,296
214470004,28,47,46,21,25,6,0,10,4,0,0,186
214470005,25,112,43,63,36,22,4,12,3,0,0,325
214470006,20,75,47,72,27,9,8,31,7,0,0,296
214470007,34,97,52,88,17,5,4,13,3,0,0,316
214480001,48,58,70,54,34,81,26,39,0,4,0,418
214480002,179,89,208,126,157,252,36,111,13,8,0,1184
214480003,16,15,44,19,18,9,8,10,6,0,0,154
214480004,123,159,155,61,113,209,80,128,14,6,0,1045
214480005,11,36,27,9,18,4,0,5,4,0,0,108
214480006,40,818,74,182,133,23,14,79,9,7,0,1380
214480007,19,24,33,10,19,3,7,17,0,0,0,119
214480008,55,85,68,47,67,90,15,31,4,0,0,459
214480009,102,17,196,13,105,104,100,113,3,7,0,762
214490001,51,128,100,59,35,20,12,40,7,4,0,450
214490002,9,33,22,21,12,6,0,9,0,0,0,115
212612100,25,23,13,14,24,0,0,12,9,0,0,119
212612101,43,186,41,30,53,5,9,19,3,0,0,393
212612102,56,108,55,72,47,16,8,24,5,0,0,398
212612103,23,71,31,28,29,8,4,17,0,0,0,215
212612113,30,100,9,71,34,0,6,11,6,5,0,264
212612114,17,32,18,28,20,4,5,5,0,0,0,126
212612115,10,38,12,8,22,0,0,0,0,0,0,90
212612116,19,51,16,17,16,0,4,9,3,0,0,134
212612117,63,139,43,207,57,17,5,57,3,4,0,602
212612118,28,173,27,17,27,5,0,8,3,0,0,292
212612141,29,80,29,20,43,12,3,7,6,0,0,226
212622104,42,81,28,96,34,26,4,41,3,5,0,362
212622105,33,74,12,25,22,6,3,14,0,0,0,180
212622106,5,33,18,15,21,0,0,3,0,0,0,108
212622107,37,73,50,36,23,54,0,25,0,0,0,300
212622108,30,47,49,92,11,31,0,29,0,4,0,293
212622109,52,26,52,46,31,16,4,21,4,0,0,258
212622110,34,35,28,27,7,9,5,13,3,0,0,153
212622111,97,85,143,32,60,17,11,69,6,0,0,522
212622112,39,79,61,13,39,9,7,19,0,0,0,262
212632432,298,196,339,62,282,144,187,199,21,10,0,1735
212632433,86,62,68,108,55,214,36,61,5,3,0,705
212632434,464,253,601,89,359,295,296,414,34,18,0,2821
212632435,38,74,80,74,43,95,36,82,0,3,0,527
212632437,29,42,44,94,22,12,15,41,6,4,0,304
212632440,580,471,873,42,414,169,567,578,57,33,0,3776
212652461,41,75,51,31,26,14,0,10,10,7,0,252
212652462,83,114,116,153,54,59,11,57,7,5,0,664
212652463,38,147,60,32,56,10,9,30,0,0,0,387
212652464,20,31,23,36,16,11,6,9,0,0,0,149
212652465,54,243,46,42,57,21,6,16,9,4,0,497
212652466,20,82,28,44,28,7,0,9,0,0,0,221
212660001,5,0,3,3,5,0,0,0,0,0,0,17
212660002,150,192,99,107,168,431,37,121,10,9,0,1326
212660003,42,136,51,80,104,72,9,40,0,9,0,534
212660004,30,45,30,3,93,12,3,14,7,0,0,236
212660005,9,10,0,10,5,0,0,0,0,0,0,30
212660006,465,314,257,489,310,1680,47,381,25,31,0,4004
212660007,103,335,55,226,257,40,12,20,14,0,0,1068
212660008,64,99,43,56,90,141,12,28,4,0,0,536
212660009,30,91,41,11,21,0,0,0,0,0,0,205
212660010,4,4,0,0,0,0,3,0,0,0,0,11
212660011,58,114,34,71,93,58,13,70,8,0,0,507
212662476,30,186,19,38,23,17,5,12,0,9,0,337
212662481,109,109,142,51,73,26,54,322,8,4,0,905
212662482,133,70,169,18,83,52,81,185,11,3,0,810
212662484,116,57,216,22,83,34,53,92,8,3,0,687
212662485,21,58,83,3,40,7,7,14,3,3,0,256
212662486,22,45,17,113,10,10,5,30,0,5,0,248
212662487,19,38,27,56,17,16,9,15,0,0,0,200
212662489,48,291,38,141,53,5,6,28,3,0,0,620
212662490,39,107,49,69,54,15,38,19,0,0,0,400
212662492,62,242,71,98,94,9,6,31,8,4,0,628
212662493,180,96,259,176,186,185,77,111,13,10,0,1282
212662494,57,260,71,122,50,23,13,31,8,3,0,629
212662495,101,115,181,32,125,26,76,50,5,12,0,717
212672439,17,56,29,24,17,13,4,5,0,0,0,161
212672467,18,123,15,36,41,10,0,23,3,0,0,283
212672468,39,52,39,96,38,24,4,20,3,6,0,315
212672469,33,51,20,95,20,28,3,46,0,0,0,297
212672470,108,377,135,181,128,83,17,64,10,5,0,1101
212672471,11,139,0,45,23,0,5,4,5,0,0,236
212672472,47,1246,61,186,188,12,17,108,21,10,0,1883
212672474,43,112,55,113,40,22,3,35,0,4,0,436
212672475,19,36,28,17,21,21,4,12,0,6,0,167
212672477,49,187,60,128,60,27,13,33,3,6,0,568
212672478,154,194,170,80,96,108,83,133,3,4,0,1035
212682495,38,73,38,51,19,10,3,17,4,0,0,253
212682496,111,189,128,188,80,127,11,68,16,9,0,930
212682497,36,125,44,53,42,8,0,9,6,4,0,322
214500001,24,36,48,36,17,11,10,19,0,0,0,200
